Keypress	RT
j	2.492950916290283	3.0	0	slot_green.png	3.0	??	slot_green.png
j	3.655611038208008	3.0	??	slot_green.png	3.0	70	slot_green.png
NaN	6.022678852081299	3.0	40	slot_green.png	3.0	??	slot_green.png
j	1.0579798221588135	3.0	0	slot_blue.png	3.0	??	slot_blue.png
j	1.8666129112243652	3.0	??	slot_red.png	3.0	70	slot_red.png
f	3.2490367889404297	3.0	10	slot_red.png	3.0	??	slot_red.png
j	1.6861112117767334	3.0	??	slot_red.png	3.0	90	slot_red.png
f	3.267648935317993	3.0	40	slot_blue.png	3.0	??	slot_blue.png
j	3.1511311531066895	3.0	??	slot_green.png	3.0	50	slot_green.png
j	2.800412893295288	3.0	??	slot_red.png	3.0	80	slot_red.png
j	2.5197291374206543	3.0	30	slot_green.png	3.0	??	slot_green.png
j	1.5674090385437012	3.0	10	slot_green.png	3.0	??	slot_green.png
j	2.0183589458465576	3.0	??	slot_blue.png	3.0	80	slot_blue.png
j	1.9894020557403564	3.0	0	slot_red.png	3.0	??	slot_red.png
f	4.327942848205566	3.0	40	slot_red.png	3.0	??	slot_red.png
j	1.6355860233306885	3.0	??	slot_green.png	3.0	80	slot_green.png
j	2.565687894821167	3.0	??	slot_red.png	3.0	20	slot_red.png
f	1.772334098815918	3.0	100	slot_red.png	3.0	??	slot_red.png
f	2.6954188346862793	3.0	100	slot_green.png	3.0	??	slot_green.png
f	3.0436019897460938	3.0	??	slot_green.png	3.0	20	slot_green.png
f	1.6270818710327148	3.0	??	slot_blue.png	3.0	20	slot_blue.png
j	1.7014961242675781	3.0	??	slot_green.png	3.0	60	slot_green.png
NaN	6.018299102783203	3.0	??	slot_blue.png	3.0	70	slot_blue.png
j	4.390393018722534	3.0	??	slot_red.png	3.0	60	slot_red.png
j	1.1102890968322754	3.0	??	slot_red.png	3.0	50	slot_red.png
NaN	6.0191709995269775	3.0	??	slot_blue.png	3.0	60	slot_blue.png
